rec_idx,team_id,n_players,player_ids,player_names
43,45,23,46815|45993|39173|43989|43985|63607|106614|111804|42641|61451|110866|63560|108824|32586|46240|114523|31052|45641|7312|38297|114333|106609|113247,埃德森·莫赖斯|马金尼奥斯|蒂亚戈·席尔瓦|达尼洛|阿莱士·桑德罗|法比尼奥|阿图尔|卢卡斯·帕克塔|菲利佩·库蒂尼奥|埃弗顿|里查尔利森|维弗顿|伊万|若奥·米兰达|费利佩|雷南·洛迪|费尔南迪尼奥|阿兰|丹尼尔·阿尔维斯|威廉|大卫·内雷斯|布鲁诺·恩里克|韦斯利
44,46,23,44023|59949|106339|39798|110223|102915|46570|42033|44030|109772|8823|61577|109869|105033|110130|43387|48134|45780|109725|61583|102019|103781|41260,佩德罗·加莱塞|卡洛斯·桑布拉诺|路易斯·阿布拉姆|阿尔多·科尔索|米格尔·特劳科|雷纳托·塔皮亚|约希马尔·约顿|安德烈·卡里略|克里斯蒂安·奎瓦|爱迪生·弗洛雷斯|保罗·格雷罗|卡洛斯·卡塞达|帕特里西奥·阿尔瓦雷斯|亚历山大·卡伦斯|安德森·圣玛丽亚|路易斯·阿德文库拉|佩德罗·阿基诺|卡洛斯·阿斯奎斯|亚历克西斯·阿里亚斯|克里斯托弗·冈萨雷斯|克里斯蒂安·贝纳文特|加布里埃尔·科斯塔|劳尔·鲁伊迪亚斯
45,47,23,9567|39699|61012|37337|63426|59179|36714|41451|106838|38906|41425|47959|102214|59356|60571|59407|59265|59196|60817|101509|36718|43686|59188,克劳迪奥·布拉沃|加里·梅德尔|吉列尔莫·马里潘|毛里西奥·伊斯拉|阿方索·帕罗特|埃里克·普尔加|阿图罗·比达尔|查尔斯·阿朗吉斯|琼·梅内塞斯|法比安·奥雷利亚纳|爱德华多·巴尔加斯|布雷安·科尔特斯|加布里埃尔·阿里亚斯|保罗·迪亚斯|塞瓦斯蒂安·维加斯|奥斯卡·奥帕索|克劳迪奥·巴埃萨|迭戈·巴尔德斯|塞萨尔·皮纳雷斯|克里斯蒂安·布拉沃|阿莱克西斯·桑切斯|迭戈·鲁维奥|费利佩·莫拉
46,48,23,43698|45756|61475|42125|109743|103038|123146|43668|48009|103424|112170|41180|43806|61568|104564|128028|42091|63297|106320|108055|44987|65142|61164,安东尼·席尔瓦|古斯塔沃·戈麦斯|儒尼奥尔·阿隆索|豪尔赫·莫雷拉|布拉斯·里韦罗斯|阿德里安·库巴斯|理查德·桑切斯|奥斯卡·罗梅罗|安赫尔·罗梅罗|米格尔·阿尔米龙|达里奥·莱斯卡诺|罗伯托·费尔南德斯|阿尔弗雷多·阿吉拉尔|法比安·巴尔武埃纳|布鲁诺·瓦尔德斯|罗伯特·罗哈斯|伊万·皮里斯|罗德里戈·罗哈斯|拉蒙·马丁内斯|马蒂亚斯·罗哈斯|洛伦佐·梅尔加雷霍|德里斯·冈萨雷斯|安东尼奥·萨纳夫里亚
47,49,23,36727|58839|34475|36888|135400|105297|108129|113911|61525|34881|35477|39804|43001|41153|44953|45807|45823|104594|60000|47909|37304|61393|109846,费尔南多·穆斯莱拉|何塞·希门尼斯|迭戈·戈丁|马丁·卡塞雷斯|维纳|罗德里戈·本坦库尔|卢卡斯·托雷亚|费代里科·巴尔韦德|乔治亚·德阿拉斯凯塔|路易斯·苏亚雷斯|埃丁森·卡瓦尼|马丁·席尔瓦|马丁·坎帕尼亚|塞巴斯蒂安·科茨|达米安·苏亚雷斯|加斯顿·席尔瓦|马蒂亚斯·贝西诺|纳伊坦·南德斯|迭戈·拉克索尔特|加斯顿·佩雷罗|克里斯蒂安·斯图亚尼|罗德里格斯|马克西米利亚诺·戈麦斯
48,50,23,41555|45071|40725|60201|103317|104324|60241|108751|7511|37106|108657|45674|60238|119139|122697|41596|45356|40919|110608|45255|47179|33702|60143,埃斯特万·安德拉达|赫尔曼·佩塞利亚|尼古拉斯·奥塔门迪|伦索·萨拉维亚|马科斯·阿库尼亚|圭多·罗德里格斯|罗德里戈·德保罗|希奥瓦尼·洛塞尔索|利昂内尔·梅西|安赫尔·迪马利亚|劳塔罗·马丁内斯|佛朗哥·阿玛尼|胡安·穆索|内温·佩雷斯|莱昂纳多·巴莱尔迪|尼古拉斯·塔利亚菲科|莱安德罗·帕雷德斯|罗伯特·佩雷拉|埃克塞基耶尔·帕拉西奥斯|卢卡斯·奥坎波斯|保罗·迪巴拉|塞尔希奥·阿圭罗|卢卡斯·阿拉里奥
49,51,0,,
50,52,23,15217|121813|15433|15808|15814|16453|16346|105985|16851|16800|39020|2489|63746|16823|61322|115659|61325|16474|121864|121860|38956|16577|63759,权田修一|富安健洋|吉田麻也|酒井宏树|长友佑都|桥本拳人|柴崎岳|堂安律|中岛翔哉|南野拓实|大迫勇也|川岛永嗣|丹尼尔·施密特|植田直通|畠中槙之辅|板仓滉|安西幸辉|远藤航|久保建英|伊东纯也|原口元気|铃木武蔵|永井谦佑
51,53,3,43063|54070|126425,孙兴慜|黄喜灿|李康仁
52,54,6,102698|46010|58629|111255|64793|64795,武磊|艾克森|阿兰|张玉宁|吴兴涵|刘彬彬
53,55,0,,
54,56,0,,
55,57,23,58503|58501|34140|112352|104931|61715|64750|47712|57393|16245|61716|34630|57394|61714|116315|111744|108903|47417|64734|118049|121524|108263|45363,马修·瑞安|特伦特·塞恩斯伯里|马克·米利甘|乔希·里斯登|阿齐兹·比伊奇|马西莫·隆戈|阿龙·穆伊|托马斯·罗吉奇|马修·莱基|罗比·克鲁泽|亚当·塔格特|亚当·费德里奇|米切尔·朗格拉克|拜利·赖特|米洛什·德格内克|瑞安·格兰特|布拉德·史密斯|杰克逊·欧文|詹姆斯·耶戈|阿维尔·马比尔|马丁·博伊尔|克里斯·伊科诺米迪斯|阿波斯托洛斯·吉安努
56,59,23,136821|129244|126903|136822|136818|141677|129252|141678|113636|130300|126305|116950|129251|129247|129253|141681|129248|130298|104742|132504|129242|130301|141680,罗伯茨·奥佐尔斯|卡斯帕斯·杜布拉|马尔齐斯·奥什斯|弗拉迪斯拉夫·费奥多罗夫斯|赖维斯·尤尔科夫斯基斯|埃姆斯|罗伯特·萨瓦尔涅克斯|尧恩泽姆斯|安德烈斯·齐加尼克斯|日津斯|罗伯茨·乌尔德里基斯|佐默斯|帕韦尔斯·什坦因博尔斯|伊戈尔斯·塔拉索夫斯|安东尼斯·切尔诺莫迪斯|卡克林斯|里特瓦斯·鲁金斯|克里斯特斯·托贝尔斯|亚尼斯·伊考涅克斯|丹尼尔斯·翁图詹斯|达维斯·伊考涅克斯|弗拉季斯拉夫·古特科夫斯基|克罗利斯
57,100,33,40571|104647|109123|114876|47070|116605|45023|60512|126300|110638|35477|111450|109329|110555|47727|133548|40240|57433|36766|107941|110947|133677|47711|36949|101074|135348|42352|144221|134467|134472|145619|140260|143363,戴维·德赫亚|埃里克·拜利|维克托·林德洛夫|阿龙·旺-比萨卡|卢克·肖|斯科特·麦克托米奈|保罗·博格巴|布鲁诺·费尔南德斯|梅森·格林伍德|马库斯·拉什福德|埃丁森·卡瓦尼|迪恩·亨德森|哈里·马奎尔|阿克塞尔·图恩泽贝|亚历克斯·特莱斯|布兰登·威廉姆斯|内马尼亚·马蒂奇|弗雷德|胡安·马塔|多尼·范德贝克|丹尼尔·詹姆斯|阿马杜·特劳雷|安东尼·马夏尔|塞尔希奥·罗梅罗|李·格兰特|内森·比绍普|菲尔·琼斯|费舍|伊桑·莱尔德|伊桑·加尔布雷思|汉尼拔·梅布里|伊兰加|肖拉·肖蒂尔
58,101,35,45144|109571|111207|47288|112069|101615|42424|107716|126164|103404|40323|58503|35207|106893|42535|100510|101849|104710|127544|38297|132518|40507|117916|120432|140814|143923|144222|130362|144098|138133|141692|141693|117940|127545|133551,贝恩德·莱诺|罗伯特·霍尔丁|加布里埃尔|卡卢姆·钱伯斯|基兰·蒂尔尼|托马斯·帕尔特伊|格拉尼特·扎卡|尼古拉·佩佩|埃米尔·史密斯·罗|马丁·厄德高|皮埃尔-埃梅里克·奥巴梅扬|马修·瑞安|大卫·路易斯|巴勃罗·马利|塞德里克·苏亚雷斯|贝莱林|穆罕默德·埃尔内尼|达尼·塞瓦略斯|布卡约·萨卡|威廉|马尔蒂内利|亚历山大·拉卡泽特|爱德华·恩克泰亚|鲁纳尔·鲁纳尔松|埃因|亚瑟尔·奥康克沃|希尔森|巴拉德|洛佩斯|马修·史密斯|阿齐兹|科特雷尔|赖斯·纳尔逊|约翰·朱尔斯|布伦德·巴洛贡
59,102,29,113441|39173|126046|104677|35876|110079|59458|43135|118096|112104|116652|47242|45076|103845|43157|59993|101334|132387|114506|47002|120309|38627|113066|3272|127608|132938|144578|138451|133549,爱德华·门迪|蒂亚戈·席尔瓦|里斯·詹姆斯|安东尼奥·鲁迪格|塞萨尔·阿斯皮利奎塔|本·奇尔韦尔|若日尼奥|马特奥·科瓦契奇|梅森·芒特|克里斯蒂安·普利西奇|蒂莫·维尔纳|凯帕·阿里萨巴拉加|库尔特·祖玛|安德烈亚斯·克里斯滕森|马科斯·阿隆索|埃默松·帕尔米耶里|恩戈洛·坎特|比利·吉尔摩|凯·哈弗茨|哈基姆·齐耶赫|布拉德利·赫德森-奥多伊|奥利维尔·吉鲁|塔米·亚伯拉罕|维利·卡瓦列罗|詹姆斯·卡明|齐格|利夫拉门托|刘易斯·贝特|福斯蒂诺·安若林
60,103,37,63474|126078|140768|113405|101028|63607|41126|36288|57123|57304|105029|47250|41135|44840|104337|124270|4882|40295|45126|100871|40422|108233|47788|114022|143600|143601|143901|106429|133743|133744|108225|132382|133589|123225|135549|145589|113409,阿利松|纳撒尼尔·菲利普斯|威廉姆斯|特伦特·阿诺德|安德鲁·罗伯逊|法比尼奥|蒂亚戈·阿尔坎塔拉|乔尔吉尼奥·维纳尔杜姆|穆罕默德·萨拉赫|萨迪奥·马内|罗伯托·菲尔米诺|阿德里安·洛佩斯·阿尔瓦雷斯|乔尔·马蒂普|维吉尔·范戴克|乔·戈麦斯|奥赞·卡巴克|詹姆斯·米尔纳|乔丹·亨德森|亚历克斯·奥克斯雷德-张伯伦|纳比·凯塔|谢尔丹·沙奇里|迪奥戈·若塔|迪沃克·奥里吉|考伊穆欣·凯莱赫|休斯|奥热津斯基|戴维斯|本·戴维斯|比利·库梅蒂奥|内科·威廉姆斯|康斯坦丁诺斯·齐米卡斯|亚当·刘易斯|克拉克森|柯蒂斯·琼斯|卡恩|杰伊登·丹斯|本·伍德伯恩
61,104,34,34002|106413|42290|38362|110356|101761|118057|110644|121962|36876|42538|126390|123446|134522|127380|101668|126421|141507|109129|107345|128343|132152|101113|126865|61056|134043|140570|144549|142259|47680|126422|124295|126785|142345,基科·卡西利亚|卢克·艾林|格埃塔诺·贝拉尔迪|利亚姆·库珀|卡尔文·菲利普斯|斯图尔特·达拉斯|埃兹吉扬·阿利奥斯基|拉菲尼亚|杰克·哈里森|巴勃罗·埃尔南德斯|罗德里戈|伊兰·梅利耶|帕斯卡尔·斯特勒伊克|奥利弗·卡塞伊|利夫·戴维斯|亚当·福肖|杰米·沙克尔顿|詹金斯|泰勒·罗伯茨|埃尔德·科斯塔|伊安·波韦达-奥坎波|克里森西奥·萨默维尔|帕特里克·班福德|埃利亚·卡普里莱|略伦特|罗宾·科赫|克雷斯维尔|德拉梅|哈金斯|马特乌什·克利赫|乔丹·史蒂文斯|瑞安·埃德蒙森|乔·格尔哈特|格林伍德
62,105,31,34437|45278|34974|126345|100399|118021|108959|114186|110439|61181|101192|101265|61568|110645|101306|119826|60451|32234|38261|61043|116430|42697|142734|106586|118581|131015|137715|142733|140569|140716|127100,卢卡什·法比安斯基|克雷格·道森|安杰洛·奥邦纳|库法尔|阿隆·克雷斯维尔|托马什·绍切克|德克兰·赖斯|贾罗德·鲍恩|巴勃罗·福纳尔斯|杰西·林加德|迈克尔·安东尼奥|达伦·兰多夫|法比安·巴尔武埃纳|伊萨·迪奥普|瑞恩·弗雷里德克斯|本杰明·约翰逊|亚瑟·马苏亚库|马克·诺布尔|安德里·亚尔莫连科|赛义德·本拉赫马|内森·霍兰德|曼努埃尔·兰奇尼|奥杜比科|戴维·马丁|特罗特|弗雷德里克·阿尔韦斯·伊布森|亚历斯|巴普蒂斯特|阿什比|朗格洛|康纳·考文垂
63,106,32,107142|41160|109911|63467|59797|40285|42659|117917|126677|103424|60550|100527|38790|59486|100530|118225|100534|101102|44855|101784|59786|102692|106636|125711|140257|131285|47262|132513|132514|37005|140816|35173,马丁·杜布拉夫卡|费德里科·费尔南德斯|埃米尔·克拉夫特|保罗·杜梅特|雅各布·墨菲|马特·里奇|琼乔·谢尔维|约瑟夫·威洛克|肖恩·朗斯塔夫|米格尔·阿尔米龙|阿兰·圣马克西曼|卡尔·达尔洛|夏兰·克拉克|法比安·沙尔|贾马尔·拉塞尔斯|贾马尔·刘易斯|伊萨克·海登|杰弗里·亨德里克|克里斯蒂安·阿特苏|瑞安·弗雷泽|德怀特·盖尔|卡勒姆·威尔逊|若埃林顿|马克·吉莱斯皮|兰利|凯兰·沃茨|哈维尔·曼基略|马修·朗斯塔夫|艾伦|亨里·赛维|安德松|安迪·卡罗尔
64,107,40,101076|107635|100400|110794|103886|112070|102387|101115|60922|103398|118042|101355|46978|37707|44565|116211|59842|143418|44702|128694|143749|111277|113247|44504|142417|142421|142433|114029|138599|142422|142423|142429|142432|142420|142425|142426|107612|142434|142430|142431,达米安·马丁内斯|考特尼·豪斯|泰隆·明斯|埃兹里·孔萨|马特·塔吉特|约翰·麦金|马尔维鲁斯·纳坎巴|杰克·格拉利什|贝特兰德·特劳雷|安瓦尔·加齐|奥利·沃特金斯|汤姆·希顿|布约恩·恩格尔斯|艾哈迈德·穆哈马迪|尼尔·泰勒|道格拉斯·路易斯|摩根·桑松|丘奎梅卡|罗斯·巴克利|雅各布·拉姆齐|菲罗根尼-比达斯|基南·戴维斯|韦斯利|杰德·斯蒂尔|阿科斯·奥诺迪|路德·斯文科尔斯|布里奇|马蒂·卡什|凯恩.海登|沃克|本杰明·克里斯恩|西拉|博加德|索赫纳|林德利|阿尔詹·赖基|特雷泽盖|泰特|扬|巴里
65,108,30,43202|108662|132544|126426|132153|121314|38568|138298|126673|42316|110626|61672|8639|45330|104418|42892|40425|37422|42641|133157|7511|133215|60622|116578|138292|132535|114661|121985|122908|138300,内托|弗兰基·德容|罗纳德·阿劳霍|奥斯卡·明格萨|塞尔吉尼奥·德斯特|胡尼奥尔·菲尔波|布斯克茨|伊莱克斯·莫里巴|弗朗西斯科·特林康|安东尼·格里兹曼|奥斯曼·登贝莱|马克-安德烈·特尔·施特根|杰拉德·皮克|萨穆埃尔·乌姆蒂蒂|克莱门特·朗格莱|塞尔吉·罗伯托|约尔迪·阿尔巴|米拉莱姆·皮亚尼奇|菲利佩·库蒂尼奥|佩德里|利昂内尔·梅西|安苏·法蒂|马丁·布雷思韦特|伊尼亚基·佩尼亚|阿尔瑙·特纳斯|圣地亚哥·拉莫斯|马特乌斯·费尔南德斯|里基·普伊格|亚历克斯·科利亚多|康拉德·德拉富恩特
66,109,34,44383|113525|43076|112940|132892|42669|113911|34098|103420|117047|8944|123124|7329|42874|57353|34908|107889|36770|42556|103408|118977|36998|111343|131379|138545|141001|128133|140837|141417|142849|131387|140573|141615|118968,蒂博·库尔图瓦|埃德尔·米利唐|拉斐尔·瓦拉内|阿尔瓦罗·奥德里奥索拉|米格尔·古铁雷斯|卡塞米罗|费代里科·巴尔韦德|卢卡·莫德里奇|阿森西奥|维尼修斯·儒尼奥尔|卡里姆·本泽马|安德里·卢宁|塞尔吉奥·拉莫斯|纳乔|卡瓦哈尔|马塞洛|费兰·门迪|托尼·克罗斯|伊斯科|卢卡斯·巴斯克斯|罗德里戈|埃登·阿扎尔|马里亚诺·迪亚斯|迭戈·阿尔图比|路易斯·洛佩斯|卢卡斯·卡尼萨雷斯|巴勃罗·拉蒙|维克多·丘斯特|塞尔希奥·桑托斯|安东尼奥·布兰科|马文|塞尔吉奥·阿里巴斯|奥斯卡·苏比耶拉|雨果·杜罗
67,110,32,38635|127293|58691|107985|112015|125761|127543|110958|126425|107674|109846|61146|38843|128434|38338|63585|61058|128258|140332|60423|126274|30323|112993|106954|116755|110607|135934|141932|138543|107712|134030|109253,贾斯珀·西莱森|乌戈·吉利亚蒙|加布里埃尔|穆克塔尔·迪亚哈比|卡洛斯·索莱尔|乌罗什·拉契奇|蒂埃里·科雷亚|托尼·拉托|李康仁|冈萨洛·格德斯|马克西米利亚诺·戈麦斯|豪梅·多梅内奇|埃利亚奎姆·曼加拉|费罗|丹尼尔·瓦斯|克里斯蒂亚诺·皮奇尼|加亚|克里斯蒂安·奥利瓦|穆萨|丹尼斯·切里谢夫|亚历克斯·布兰科|凯文·加梅罗|马努·巴列霍|埃切贝里亚|克里斯蒂安·里韦罗|凯文·西维列|吉勒姆·莫利纳|热苏斯·巴斯克斯|科巴·孔德雷迪|哈松|维森特·埃斯奎多|帕德里克·库特罗内
68,111,0,,
69,112,28,42821|61012|46498|127206|119782|126720|107639|113969|112062|61683|42296|33876|109579|104391|114641|128513|7959|109386|140016|121332|118687|38051|114913|134421|140015|126566|140018|144570,本杰明·勒孔特|吉列尔莫·马里潘|吉布里尔·西迪贝|伯努瓦·巴迪亚西耶|奥雷利安·丘亚梅尼|优素福·福法纳|热尔松·马丁斯|卡约·恩里克|亚历山大·戈洛文|凯文·福兰德|维桑·本耶德尔|维托·曼诺内|阿克塞尔·迪萨西|鲁本·阿吉拉尔|福德·巴洛|弗洛伦蒂诺·路易斯|法布雷加斯|优素福·艾特·本纳赛尔|埃利奥特·马塔佐|克雷皮恩·迪亚塔|威廉·热贝尔|斯特凡·约维蒂奇|彼得罗·佩莱格里|拉多斯瓦夫·马耶茨基|克里斯兰·玛斯玛|索菲亚内·迪奥普|恩佐·米约|瓦伦丁·德卡彭特里
70,113,37,37026|44609|122697|125039|116691|114880|113929|60548|34611|58653|47814|7781|126707|139696|15808|15814|104277|108966|139701|46487|128984|57205|143339|133093|133435|140089|139697|119862|139700|143247|127548|130015|139699|144698|100940|143138|139698,史蒂夫·曼丹达|阿尔瓦罗·冈萨雷斯|莱昂纳多·巴莱尔迪|杜耶·恰莱塔-察尔|帕佩·格耶|布巴卡尔·卡马拉|波尔·利罗拉|乔丹·阿马维|迪米特里·佩耶|阿尔卡迪乌什·米利克|达里奥·贝内德托|约翰·佩莱|卢卡·佩兰|阿龙·卡马尔金|酒井宏树|长友佑都|瓦朗坦·龙吉耶|奥利维耶·恩尚|于戈·贝尔泰利|弗洛里安·托万|路易斯·恩里克|瓦莱尔·热尔曼|迪恩|艾哈迈杜·迪亚|西蒙·恩加潘杜埃特恩布|法比奥·万尼|里修卡尔·里夏尔|克里斯托弗·罗基亚|纳齐姆·艾哈迈德|乌萨马·塔格哈尔里恩|亚历山大·弗利波诺|米卡埃尔·屈桑斯|谢赫·苏阿雷|保罗·塞奥蒂诺|赛义夫丁·哈维|通雅|约雷斯·拉霍奥
71,114,36,39777|45993|103206|126284|61142|43015|40456|47244|37106|40352|110718|104105|113284|47011|44946|122011|45356|42575|46003|45946|43262|46637|114624|100894|141422|143321|143672|138481|57207|139796|140588|137000|138482|139797|144090|139798,凯洛尔·纳瓦斯|马金尼奥斯|普雷斯内尔·金彭贝|科林·达格巴|阿卜杜·迪亚洛|达尼洛·佩雷拉|安德尔·埃雷拉|拉菲尼亚|安赫尔·迪马利亚|内马尔·儒尼奥尔|基利安·姆巴佩|塞尔希奥·里科|蒂洛·克雷尔|亚历山德罗·弗洛伦齐|胡安·贝尔纳特|米切尔·巴克|莱安德罗·帕雷德斯|伊德里萨·盖伊|马尔科·维拉蒂|尤利安·德拉克斯勒|巴勃罗·萨拉比亚|毛罗·伊卡尔迪|莫伊塞·基恩|利特尔|兰德里亚曼米|弗兰基|塞达尼|彭贝尔|莱文·库尔扎瓦|卡马拉|卡波|西蒙斯|鲁伊斯-阿蒂尔|爱德华多·米丘特|加尔比|纳格拉
72,115,29,8662|40340|109546|127314|60437|46950|142282|119878|126710|106020|47576|118149|42304|145629|101455|60847|143548|8940|113872|133096|134436|7878|140038|143139|34606|111430|103036|117360|132797,伯努瓦·科斯蒂尔|劳伦特·科斯切尔尼|埃诺克·夸滕|贝西尔|优素福·萨巴利|马克西姆·庞德耶|拉库克斯|雅辛·阿德利|托马·巴西奇|黄义助|尼古拉·德普雷维尔|加埃唐·普桑|梅瑟尔|马尔科姆·姆普图|奥塔维尼奥|让·塞里|西索科|本·阿尔法|雷米·乌丹|阿马杜·特劳雷|迈赫迪·泽尔卡内|吉米·白里安|塞古·马拉|利马·塞梅多|保罗·贝斯|武卡欣·约万诺维奇|洛里斯·贝尼托|塞缪尔·卡卢|迪拉内·巴克瓦
73,116,32,3222|122939|117793|132155|139830|126614|122727|127069|127160|42378|45176|143338|144104|102774|119889|41596|140087|127805|42416|114333|110577|127801|132157|104804|113595|123062|38797|118750|140085|132156|132790|45393,马尔滕·斯特克伦博格|佩尔·胡尔斯|利桑德罗·马丁内斯|尤利安·马杜罗|迪法内·伦施|穆罕默德·库杜斯|于尔亨·埃克伦坎普|莱安·格拉芬贝尔赫|安东尼|杜尚·塔迪奇|塞巴斯蒂安·阿莱|拉特西|雷齐格|肖恩·克莱贝尔|纳赛尔·马兹拉维|尼古拉斯·塔利亚菲科|昂里克·兰萨纳|基安·菲茨-吉姆|扎卡里亚·拉比亚德|大卫·内雷斯|奥萨马·伊德里西|拉希纳·特劳雷|布莱恩·布罗比|安德烈·奥纳纳|多米尼克·科塔尔斯基|克耶尔·斯海尔蓬|戴利·布林德|埃德松·阿尔瓦雷斯|尼雷索·卡桑维尔霍|昆滕·马杜罗|肯尼思·泰勒|戴维·克拉森
