player_id,player_name,team_id
39995,尤基努·塞波塔鲁,1182
40002,罗伯特·莱万多夫斯基,19
40015,马泰奥·维塔约利,1183
40026,若尔迪·鲁维奥,1166
40027,马克·巴莱斯,1166
40039,法托斯·贝奇莱,1551
40065,德利斯·梅尔滕斯,9
40080,蒂亚戈·平托,5360
40086,帕斯卡尔·许尔普夫,4962
40097,科斯塔斯·马诺拉斯,28
40110,翁德雷·采卢斯特卡,13
40122,罗梅卢·卢卡库,9
40125,切库·库亚特,382
40150,托马斯·德莱尼,15
40154,延斯·斯特里格,15
40173,泰穆·普基,18
40176,莱昂纳多·西加利,1237
40204,达尔科·拉佐维奇,336
40207,阿列克谢·波梅尔科,5296
40220,哈维尔·帕斯托雷,125
40228,乔尔·奥比,188
40229,马蒂亚·德斯特罗,323
40240,内马尼亚·马蒂奇,100
40248,马尔科·帕罗洛,122
40254,阿德姆·利亚伊奇,273
40256,尼尔·埃瑟里奇,201
40257,克里斯·斯莫林,125
40259,凯尔·巴特利,399
